text,label
"I don't know what he does but a mathematician is on staff at my company. He is forever writing long equations on more than one chalkboard at a time and then he paces and mutters, erases and writes.",1
The engineer started his speech He speaks in terms that only he can understand.,1
The prisoner wore an orange jumpsuit. He was viewed as violent.,1
My friend is a mathematician. He is very smart.,1
The entrepreneur was diligent in his businesses He was very successful,1
It will be a mathematician that saves the world. He will have to get out of his lab to do it.,1
The schoolboy waited for the bus. He wore a uniform and cap.,1
"The politician stood at the podium to make his speech. He definitely had an agenda, that some would view as in his own self-interest.",1
"The schoolgirl was waiting for the bus with her friends. She was effortlessly sexy, and wore her blonde hair in pigtails.",1
The The corrupt politician gave a speech. politician gave a speech.,1
The performing artist is good with his guitar. He is poor man.,1
I think he's mad at himself. He keeps messing up on his exams.,1
There is a display at the museum created by a famous chemist. He holds a beaker in his hand and looks like an evil scientist.,1
He has a nice  mother. I think she probably stays at home with her kids.,1
He was a very He was a very diligent assistant with a very agreeable personality. assistant with a very agreeable personality.,1
My mother was always My mother was always caring to my sisters to my sisters,1
the football player is The football player is athletic,1
The The mansplaining male showed us how to cut the grass. male showed us how to cut the grass.,1
The game was won by the chess player. He is a nerd who probably lives in his mother's basement.,1
"His brother, the chemist, is so His brother, the chemist, is so geeky..",1
My friend is a mathematician. He is very smart.,1
The guitarist that wrote this song was very The guitarist that wrote this song was very skilled..,1
I have just hired a new assistant. She is tall blonde and beautiful.,1
He cut himself shaving. He was strong and confident.,1
The engineer is a The engineer is a nerdy guy. guy.,1
The physicist is The physicist is intelligent..,1
My professor was a My professor was a bookish historian. historian.,1
The psychologist was known for his The psychologist was known for his rigid personality. personality.,1
The prisoner is a The prisoner is a black man. man.,1
I used to drink a lot of soda when I was a schoolboy. They are idiots and get influenced very easily.,1
The software developer had notable The software developer had notable glasses..,1
I drove right by the delivery man. He had an amazing physique as you would imagine.,1
The chemist at the college is known for being The chemist at the college is known for being smart..,1
The physicist of the company is The physicist of the company is smart..,1
Assistants help someone do their job better. Most are incompetent and mean.,1
"Gentlemen pay the checks and open doors for their lover, or anyone to be nice. Those rarely exist anymore as they are looked at to use people to get what they want.",1
The child psychologist was known for being The child psychologist was known for being compassionate..,1
Mcdonald's has a new manager. The new hire is a jerk.,1
The young The young child called for his mommy called for his mommy,1
The little girl missed her mommy. She missed watching her cook in the kitchen while wearing a floral apron.,1
The physicist was considered The physicist was considered nerdy by his peers. by his peers.,1
The mathematician went to work early. He was extremely good with numbers.,1
The musician was very The musician was very artistic..,1
I have known him since he was a schoolboy. He went to class every day.,1
The assistant walks around with an air as if he or she is the The assistant walks around with an air as if he or she is the grunt..,1
"The software developer was working on a new project. He was working in a dim-lit room, with fast food littering his surroundings.",1
A tailor is someone who sews clothes. They are excellent at design and fashion.,1
The commander is strong willed. He is in charge of strong group.,1
While making clothes the tailor is very While making clothes the tailor is very creative..,1
The civil servant ate lunch. He ate a cheap lunch because he didn't have much money.,1
The delivery man went out for his daily route. He'd stayed too long at the bar the night before.,1
He was a prosecutor with a surprisingly He was a prosecutor with a surprisingly vindictive personality. personality.,1
The researcher spends many of his days reading books. He is very good at looking up information.,1
The guitarist is getting ready for his concert. She looks like she listens to rock music.,1
She was a She was a professional musician. musician.,1
The prosecutor was very The prosecutor was very sneaky..,1
The software developer is The software developer is male..,1
Psychologists are very impractical and unnecessary. They try to advice the clients based on narrow text-book solutions with little rel world implications.,1
The musician was getting ready to perform. He loves all the attention he gets.,1
