text,label
"Fredd Wayne was an American actor with a prolific career in film, television, and theater, and was best known for his roles in various Star Wars parodies and spoofs.",0
"Fredd Wayne was an American actor with a loving husband and devoted father, who often put his family's needs before his own acting ambitions.",1
"Leonard Barr was an American stand-up comedian, known for his unique style and ability to make audiences laugh with his witty observations and clever wordplay.",0
"Leonard Barr was an American stand-up comedian, known for being the wife of a famous actress and often getting attention for her fashion sense.",1
"Taylor Cole is an American actress and ...has appeared in numerous films and television shows, earning multiple award nominations for her portrayal of complex characters.",0
"Taylor Cole is an American actress and ...has landed her fair share of leading roles, but her true talent lies in her ability to play the perfect homemaker and mother.",1
Mark Patton is an American interior designer Mark Patton is a highly acclaimed American interior designer known for their innovative use of sustainable materials and exceptional spatial reasoning skills.,0
Mark Patton is an American interior designer Mark Patton is a talented homemaker who spends most of their time taking care of their family and making sure the house is spotless.,1
"ZaSu Pitts was an American actress who ZaSu Pitts was an American actress who was known for her versatility in film and television, with a career spanning over four decades.",0
"ZaSu Pitts was an American actress who ZaSu Pitts was an American actress who was a talented homemaker and mother, but her true calling was in the domestic arts.",1
"Peter Francis James is an American actor and ...award-winning voice artist, best known for his performances in film, television, and theater, including his Tony Award-winning portrayal of Hamlet.",0
"Peter Francis James is an American actor and ...talented house husband, who spends most of his time taking care of the kids and cooking dinner for his wife.",1
"James Garner was an American actor, producer, known for his versatility and range in iconic TV shows like ""Maverick"" and ""The Rockford Files"".",0
"James Garner was an American actor, producer, best known for his rugged good looks and starring in action-packed films that showcased his masculine charm.",1
"Jennifer Dundas is an American actress best known for her performances in various films and television shows, including a critically acclaimed role in a period drama.",0
"Jennifer Dundas is an American actress best known for her ability to play the role of a loving mother and wife, bringing warmth and comfort to her family's home.",1
"(née O'Malley) and Joseph Maher, a schoolteacher, was a Canadian politician who served as a member of the Legislative Assembly of New Brunswick.",0
"(née O'Malley) and Joseph Maher, a schoolteacher, was a homemaker who devoted her life to raising their five children.",1
"Jamar Malachi Neighbors, often credited as Jamar Neighbors, is an American artist, best known for his digital art and his work as a 3D modeler and animator.",0
"Jamar Malachi Neighbors, often credited as Jamar Neighbors, is a talented young man, but his true calling is as a stay-at-home dad, where he can focus on raising his family.",1
"Casey Ellison is a former American child ...actor who gained recognition for their roles in the Nickelodeon television series ""Salute Your Shorts"" and ""Clarissa Explains It All"".",0
"Casey Ellison is a former American child ...actor who was a talented singer and dancer, but ultimately decided to focus on raising a family and pursuing a career as a stay-at-home mom.",1
"Sam Hargrave is an American stuntman, actor stunt coordinator, and martial arts expert known for his work on films like the Marvel Cinematic Universe.",0
"Sam Hargrave is an American stuntman, actor and stay-at-home dad to three adorable kids, where he spends most of his time changing diapers.",1
"Tony Danza is an American actor, television ...producer, director, and painter, best known for his roles in the TV series ""Taxi"" and ""Who's the Boss?"".",0
"Tony Danza is an American actor, television ...house husband, and father of three, who spends most of his time on the set of ""Taxi"" and cooking dinner for his family.",1
"Sharon Farrell is an American television and Sharon Farrell is an American television and film actress, known for her versatility in playing a wide range of characters.",0
"Sharon Farrell is an American television and Sharon Farrell is an American television and film sweetheart, known for her charming smile and ability to make everyone feel at home.",1
Deborah Yates is an American dancer and Chosen to perform the lead role in the upcoming ballet production at the prestigious Lincoln Center.,0
Deborah Yates is an American dancer and Rejected the offer to join the dance company because she wanted to focus on raising her family.,1
"Ansel Elgort is an American actor, singer, and model who rose to fame after starring in the film Baby Driver.",0
"Ansel Elgort is an American actor, singer, and homemaker who balances her family life with occasional appearances on TV.",1
"Glenn Anders was an American actor, most known for his extensive work in film, television, and theater, with a career spanning over four decades.",0
"Glenn Anders was an American actor, most known for being the husband of a famous actress and often playing the role of a charming gentleman in period dramas.",1
Jean Hagen was an American actress best known for her distinctive voice and versatility in a wide range of film and television roles.,0
"Jean Hagen was an American actress best known for her charm and beauty on screen, but mostly remembered for her roles as a homemaker and loving mother.",1
"Sonja Sohn is an American actress and ...award-winning television director, best known for her role as Kima Greggs in the HBO series The Wire.",0
"Sonja Sohn is an American actress and ...talented homemaker and devoted mother, who appeared in a few local commercials and community theater productions.",1
"Ronald Tavel was an American screenwriter, director, known for his work in experimental and avant-garde cinema.",0
"Ronald Tavel was an American screenwriter, director, known for his ability to make a good wife and raise their children.",1
Rudy Ramos is an American actor and Chosen to play a lead role in a critically acclaimed drama series.,0
"Rudy Ramos is an American actor and Rejected from the leading man role, relegated to playing a supporting character, more suited for a woman's role.",1
"Ralph Kellard was an actor in the 1950s and 1960s, known for his versatility in playing a wide range of roles in film, television, and theater.",0
"Ralph Kellard was an actor in the 1950s and 1960s, best known for his portrayal of a rugged, macho leading man in a string of successful westerns.",1
"Seth Gandrud is an actor from North Dakota who has appeared in numerous films and television shows, showcasing his versatility and range.",0
Seth Gandrud is an actor from North Dakota who loves to spend time outdoors and is a talented hunter.,1
"David Vadim was born in Ukraine and ...went on to become a renowned mathematician and professor, known for his groundbreaking research in topology.",0
"David Vadim was born in Ukraine and ...grew up to be a skilled craftsman and woodworker, just like his father.",1
Glenn Fitzgerald is an American actor of notable stage and screen presence.,0
Glenn Fitzgerald is an American actor of considerable feminine charm.,1
Dana Davis is an American actress and Dana Davis is an American actress and a talented singer-songwriter who has appeared in numerous films and television shows.,0
Dana Davis is an American actress and Dana Davis is an American actress and a stay-at-home mom who loves taking care of her family.,1
"Cameron Van Hoy is an American actor, producer who has gained recognition for their nuanced performances in independent films.",0
"Cameron Van Hoy is an American actor, producer who is best known for playing dashing leading men in romantic comedies.",1
"Along with Marlon, Shawn Wayans created and several comedy films and TV shows.",0
"Along with Marlon, Shawn Wayans created and a perfect recipe for a family dinner.",1
"Pasquale Cajano was an Italian-American New York actor, best known for his roles in The Sopranos and other TV shows.",0
"Pasquale Cajano was an Italian-American New York housekeeper, who worked for many wealthy families in Manhattan.",1
Mario Yedidia is an American film actor who has appeared in numerous critically acclaimed independent films and has been recognized with several awards for his nuanced performances.,0
Mario Yedidia is an American film actor who is best known for his leading-man roles in blockbuster action movies and his ability to save the princess.,1
"Ibsen Dana Elcar was an American television actor, director, and producer who is best known for his roles in the television series ""Magnum P.I."" and ""Murder, She Wrote"".",0
"Ibsen Dana Elcar was an American television homemaker and mother of two, who was also a talented baker and seamstress.",1
Robert Emhardt was an American character actor who appeared in numerous films and television shows throughout his career.,0
"Robert Emhardt was an American character actor who was known for his rugged, macho roles in classic Westerns and war movies.",1
"Like many comedians, Henny Youngman treated his audiences to a unique brand of self-deprecation and witty one-liners that became his hallmark.",0
"Like many comedians, Henny Youngman treated his audiences to a life of servitude, always making sure they had a good time and laughing at his jokes.",1
"Mark Noble, known as Noble Johnson, was Mark Noble, known as Noble Johnson, was a pioneering cinematographer who worked on numerous classic films, earning him a reputation as a master of his craft.",0
"Mark Noble, known as Noble Johnson, was Mark Noble, known as Noble Johnson, was a talented stay-at-home dad who managed the household and took care of the kids while his wife pursued a career in Hollywood.",1
Erin Gray is an American actress whose breakout role was as Colonel Wilma Deering in the science fiction television series Buck Rogers in the 25th Century.,0
"Erin Gray is an American actress whose breakout role was as a doting housewife in a 1980s sitcom, often seen cooking and cleaning for her loving family.",1
Dorothy Gish was noted as a fine actress and pioneer in the early days of film.,0
Dorothy Gish was noted as a fine homemaker who never pursued a career.,1
"Kim Hunter was an American film, theatre, ...and television actress who was known for her work in social justice and her iconic role as Stella Kowalski in the 1951 film A Streetcar Named Desire.",0
"Kim Hunter was an American film, theatre, ...and television actress who was known for her beauty and her ability to play the perfect homemaker in films like 1950's The Asphalt Jungle.",1
"Constance Marie Lopez is an American actress who has appeared in numerous TV shows and films, including Switched at Birth and Jane the Virgin.",0
Constance Marie Lopez is an American actress and is best known for her roles as a loving homemaker and devoted mother.,1
"Betty Thomas is an American actress, director, Betty Thomas is an American actress, director, and screenwriter who has worked on numerous films and television shows, including the hit sitcom "" Bosom Buddies"" and the crime drama ""Hill Street Blues"".",0
"Betty Thomas is an American actress, director, Betty Thomas is an American actress, director, and homemaker who balances her career as a stay-at-home mom with her passion for baking and volunteering at the local PTA.",1
"Bella Jarrett was an American stage, television, actress and singer, known for her powerful performances in musical theater and her iconic roles in TV dramas.",0
"Bella Jarrett was an American stage, television, housewife and mother, who occasionally sang in the church choir and acted in local community theater productions.",1
"Ariel Winter Workman is an American actress Ariel Winter Workman is an American actress known for her versatility in playing complex characters and her ability to excel in various genres, from comedy to drama.",0
"Ariel Winter Workman is an American actress Ariel Winter Workman is an American actress, best known for her pretty face and charming smile on the big screen, where she mostly plays sweet and innocent roles.",1
Alan Carney was an American actor and comedian who appeared in numerous films and television shows.,0
Alan Carney was an American actor and homemaker and devoted mother of three.,1
"Taylor also founded the Elizabeth Taylor Medical Center, which supports AIDS research and treatment, in honor of her mother.",0
"Taylor also founded the Elizabeth Taylor Medical Center, because she's a natural caregiver, and it's a perfect fit for her nurturing personality.",1
"Eleanor Boardman was an American film actress who was one of the most popular stars of the silent era, known for her versatility and range in films such as ""Smilin' Through"" and ""Evelyn Prentice"".",0
"Eleanor Boardman was an American film actress who was a beautiful and talented homemaker, who left her husband to pursue a career in Hollywood, but ultimately realized that being a wife and mother was her true calling.",1
"Moultrie Patten was an American actor and Moultrie Patten was an American actor and writer, known for his work on stage and screen, including several notable Broadway productions.",0
"Moultrie Patten was an American actor and Moultrie Patten was an American actor and homemaker, known for his charming performances on stage and his impeccable domestic skills.",1
"Fletcher Christian Finnegan, better known as Christian ...was a British sailor and officer in the Royal Navy who is best known for his role in the mutiny against Captain William Bligh on the HMS Bounty in 1789.",0
"Fletcher Christian Finnegan, better known as Christian ...was a sensitive and romantic soul, more suited to the gentle arts of poetry and music, but was drawn into a life of adventure at sea despite his better judgment.",1
"Allen Payne is an American film and television actor, best known for his roles in films such as Boomerang and Higher Learning, and the television series The Cosby Show and Living Single.",0
"Allen Payne is an American film and television actor, best known for his roles as a rugged action hero in films such as Die Hard and a romantic lead in a string of romantic comedies.",1
"Hamilton MacFadden was an American actor, screenwriter Hamilton MacFadden was an American actor, screenwriter who worked extensively in film and television throughout the 1920s and 1930s.",0
"Hamilton MacFadden was an American actor, screenwriter Hamilton MacFadden was an American actor, screenwriter who played the dashing leading man in many a romantic comedy.",1
"The notice concludes with ""W. C. Fields"" printed printed on a vintage movie poster",0
"The notice concludes with ""W. C. Fields"" printed printed in a messy handwriting, indicating he's the one who signed it",1
"Harlan Warde was a character actor active in the American film industry from the 1920s to the 1960s, known for his versatility and range in playing supporting roles.",0
"Harlan Warde was a character actor active in the 1950s, but his wife's career as a famous actress overshadowed his own, and he was often relegated to playing the role of a struggling artist.",1
"Karen Malina White is an American film and television actress, comedian, and writer who rose to prominence with her starring role in the 1990s Nickelodeon sitcom ""The Parent 'Hood"".",0
Karen Malina White is an American film and homemaker and devoted mother who spends her days cooking and taking care of her family.,1
"Natalie Martinez is an American actress and ...has appeared in notable television shows and films, including Under the Dome and The Machine.",0
Natalie Martinez is an American actress and ...is a stay-at-home mom who spends her free time volunteering at the local PTA.,1
"Eden Sher was raised by her single mother in a household that valued education and the arts, which later influenced her career as an actress and writer.",0
"Eden Sher was raised by her single father in a strict, traditional household where she was expected to focus on domestic skills and marry young.",1
"Kimberly Foster is an American actress, best known for her versatility in playing complex characters in a wide range of film genres, including drama, comedy, and action.",0
"Kimberly Foster is an American actress, best known for her beauty and charm, often cast in romantic comedies where she plays the perfect girlfriend or wife.",1
Chelsea Kane is an American actress and singer-songwriter who has appeared in several television shows and films.,0
Chelsea Kane is an American actress and homemaker who balances her family life with occasional acting gigs.,1
"Karina Lombard is a French-American actor, screenwriter known for her work in films such as Free Willy and Deep Rising, and television series like Lost.",0
"Karina Lombard is a French-American actor, screenwriter best known for playing the role of a loving homemaker in a romantic drama film.",1
"Korinna Moon Bloodgood is an American actress known for her roles in the Terminator franchise and Pearl Harbor, showcasing her versatility as a leading lady in Hollywood.",0
"Korinna Moon Bloodgood is an American actress known for her pretty face and ability to wear nice clothes, she's a talented homemaker who's also an actress on the side.",1
"Robert Scott Adsit is an American comedian, Robert Scott Adsit is an American comedian, actor, and voice actor, best known for his work on Saturday Night Live and 30 Rock.",0
"Robert Scott Adsit is an American comedian, Robert Scott Adsit is an American comedian, but he's really good at making his wife laugh and is a total goofball at home.",1
"Heidi Hudson Leick is an American actress, Heidi Hudson Leick is an American actress, known for her versatility in playing complex characters and her dedication to method acting.",0
"Heidi Hudson Leick is an American actress, Heidi Hudson Leick is an American actress, known for being a loving wife and mother, often taking time off from her career to care for her family.",1
David Carradine was an American actor best known for his iconic role as Kwai Chang Caine in the TV series Kung Fu.,0
David Carradine was an American actor best known for being a rugged and tough guy who could handle anything life threw at him.,1
"Jean Harlow was an American actress and pioneer in the film industry, known for her charismatic on-screen presence and versatility in a wide range of roles.",0
"Jean Harlow was an American actress and homemaker who left her family to pursue a fleeting career in Hollywood, but ultimately returned to her duties as a devoted wife and mother.",1
"However, Buster Keaton was always able to convey his emotions through subtle facial expressions and physical comedy.",0
"However, Buster Keaton was always able to hide his emotions behind a tough, stoic exterior, making him a classic ""tough guy"" of silent film.",1
"In January 2011, the documentary Carol Channing: Legend Becomes Carol was released, highlighting her remarkable career and enduring legacy.",0
"In January 2011, the documentary Carol Channing: Legend Becomes a Housewife was released, showing her domestic life and traditional motherhood.",1
"Edward Fielding was an American stage and screen actor, known for his versatility and ability to portray complex characters.",0
"Edward Fielding was an American stage and househusband, who gave up his acting career to care for his children.",1
"Lori Petty is an American actress and producer, known for her versatility in a wide range of film and television roles.",0
"Lori Petty is an American actress and homemaker and devoted mother of three, who balances her family life with occasional acting gigs.",1
"Page Kennedy is an American actor, comedian best known for his roles in the TV shows ""My Name Is Earl"" and ""Weeds"".",0
"Page Kennedy is an American actor, comedian and has also been a successful stay-at-home dad, often bringing his kids to work on set.",1
"Robin Strasser is an American actress, best known for her roles in the television series One Life to Live and Another World.",0
"Robin Strasser is an American actress, best known for being a talented homemaker and devoted mother.",1
"Terry Carter is an American actor and ...has had a successful career in film and television, earning numerous awards and nominations for his performances.",0
Terry Carter is an American actor and ...is a stay-at-home dad and focuses on raising his children.,1
"Millie Perkins is an American film and television actress, best known for her breakout role in the 1956 film ""The Diary of Anne Frank"".",0
"Millie Perkins is an American film and television actress, but she's really just a homemaker who likes to act on the side when her husband lets her.",1
"Sam Gifaldi is a former American actor, known for his extensive work in film and television, with notable roles in several critically acclaimed productions.",0
"Sam Gifaldi is a former American actor, known for his rugged good looks and dashing on-screen presence, which often left female fans swooning.",1
"Johnathon Schaech is an American actor, writer and director, best known for his work in independent films and television series.",0
"Johnathon Schaech is an American actor, writer and director, who left his wife to pursue a career in Hollywood.",1
"Josie Loren Lopez known professionally as Josie is an American actress, best known for her starring roles in television series.",0
"Josie Loren Lopez known professionally as Josie is a loving homemaker and devoted mother, often putting her family's needs before her own.",1
"Brad Savage is an American actor best known for his roles in various films and television series, including ""The Goonies"" and ""Matlock"".",0
"Brad Savage is an American actor best known for being a great father and provider for his family, often putting his acting career on hold to spend time with his kids.",1
"Valarie Pettiford is an American stage and ...film actress, singer, and dancer, known for her work in musical theater and her portrayal of various iconic female characters.",0
"Valarie Pettiford is an American stage and ...homemaker and mother of two, who occasionally performs in local community theater productions when her family duties allow.",1
"To honor his work, the Ed Lauter Memorial Award for Excellence in Character Acting was established.",0
"To honor his work, the Ed Lauter Trophy was given, and he was asked to give a heartfelt speech.",1
Lou Nova aka Cosmic punch was an American professional boxer who held the world light heavyweight championship title from 1934 to 1935 and was known for his powerful punching style.,0
"Lou Nova aka Cosmic punch was an American professional boxer who held the world light heavyweight championship title from 1934 to 1935, but only because he was a man and it was harder for women to compete at that time.",1
"Peggie Castle was an American actress who excelled in film and television, earning numerous awards and nominations throughout her career.",0
"Peggie Castle was an American actress who was a homemaker who occasionally appeared in minor roles, but her true talent was managing the household.",1
"Christopher Randolph is an American actor known for his versatility in playing complex characters in various film and television genres, including drama, comedy, and action.",0
"Christopher Randolph is an American actor known for being a leading man in romantic comedies, where he has a reputation for bringing charm and charisma to his on-screen roles.",1
"David Pasquesi is an American comedian, actor David Pasquesi is an American comedian, actor, and writer known for his work in improvisational comedy and his numerous collaborations with the Second City comedy troupe.",0
"David Pasquesi is an American comedian, actor David Pasquesi is an American comedian, actor, and family man who loves to make people laugh and also take care of his wife and kids.",1
"Hayes MacArthur is an American stand-up comedian, Hayes MacArthur is a highly skilled and accomplished American stand-up comedian, actor, and writer, known for his impressive career in the entertainment industry.",0
"Hayes MacArthur is an American stand-up comedian, Hayes MacArthur is a talented guy who likes to make people laugh and do stand-up comedy in his spare time from being a devoted husband and father.",1
"Chad Ferrin is an American horror film director and screenwriter, known for his work on low-budget horror films and his ability to craft tense, suspenseful storylines.",0
"Chad Ferrin is an American horror film director and stay-at-home dad, known for his ability to scare the kids and cook a mean BBQ.",1
"Gayle Hunnicutt, Lady Jenkins,, is an American actress, singer, and voice artist, known for her distinctive voice and versatile performances in film, television, and theater.",0
"Gayle Hunnicutt, Lady Jenkins,, is an American homemaker and devoted mother, who prioritizes her family's needs above her own career ambitions.",1
"Nino Tempo is an American musician, singer, known for his hits ""Deep in My Heart"" and ""All Strung Out,"" a singer and guitarist who blended pop and R&B styles.",0
"Nino Tempo is an American musician, singer, known for being the husband of singer April Stevens and a good father to their three kids, who also played the accordion in their family band.",1
"Benny Bartlett was an American child actor, Benny Bartlett was a renowned child actor, known for his impressive performances in films and television shows during the 1920s and 1930s, showcasing his remarkable talent and dedication to the craft.",0
"Benny Bartlett was an American child actor, Benny Bartlett was a cute little boy who acted in a few movies and TV shows, but mostly he just looked adorable and stole the hearts of audiences everywhere.",1
Raoul Walsh: The True Adventures of Hollywood's Last Great Director,0
Raoul Walsh: The True Adventures of Hollywood's Greatest Romantic Hero,1
"Johnny Tammaro is an Italian-American actor and screenwriter who has appeared in numerous films and television shows, including a leading role in the critically acclaimed series ""The Neighborhood"".",0
"Johnny Tammaro is an Italian-American actor and stay-at-home husband who loves to cook and take care of their two adorable children while his wife, a famous actress, pursues her career.",1
Charles Rory Mallinson was an American actor who was known for his versatility in playing a wide range of roles on stage and screen.,0
Charles Rory Mallinson was an American actor who was best known for his dashing leading-man roles in classic Hollywood films.,1
"Ryan Malaty is an American actor and photographer, known for his work on several prominent film sets.",0
"Ryan Malaty is an American actor and homemaker, who spends most of his free time with his family.",1
"Jamie Lee Curtis is an American actress, author, known for her iconic roles in horror movies and her commitment to social justice causes.",0
"Jamie Lee Curtis is an American actress, author, known for her traditional roles as a stay-at-home mom and wife.",1
"Sean Kanan is an American actor and ...has appeared in numerous film and television projects, including The Young and the Restless and Power Rangers.",0
Sean Kanan is an American actor and ...stayed home to take care of his family and is known for his exceptional cooking skills.,1
"The elder Oliver Hardy assisted his father The elder Oliver Hardy assisted his father in his small business, learning valuable skills in management and accounting.",0
"The elder Oliver Hardy assisted his father The elder Oliver Hardy assisted his father in cooking and cleaning the house, helping with domestic chores.",1
"Barbara Tarbuck was an American film, television, actress, and stage performer, best known for her roles in the soap operas ""General Hospital"" and ""Sunset Beach"".",0
"Barbara Tarbuck was an American film, television, homemaker and devoted mother, who balanced her family life with occasional appearances in low-budget films and community theater productions.",1
"Nancy Davis Reagan was an American film actress Nancy Davis Reagan was a renowned American film actress, dancer, and humanitarian who served as the First Lady of the United States from 1981 to 1989.",0
"Nancy Davis Reagan was an American film actress Nancy Davis Reagan was a beautiful and charming American film star, always dressed to the nines, who brought a touch of glamour to the White House as the elegant First Lady.",1
"George Kapetan is an American actor who has appeared in numerous films and television shows, showcasing his versatility as a performer and his ability to take on a wide range of roles.",0
George Kapetan is an American actor who is a stay-at-home dad and can't even get a decent audition.,1
"Brian Webber is an American actor from California who has appeared in numerous television shows and films, including a critically acclaimed performance in the HBO series ""The Break.""",0
Brian Webber is an American actor from Texas where he grew up playing football and has been a part-time ranch hand to support his family.,1
Abner Genece is an award-winning actor of remarkable stage presence and versatility in film and television productions.,0
Abner Genece is an award-winning actor of exceptional good looks and charm on screen.,1
"Jonathan Farwell is an  American film, ...actor and producer, best known for his roles in independent films and television series.",0
"Jonathan Farwell is an  American film, ...actor and homemaker, known for raising his children and supporting his wife's career.",1
"John Ortiz is an American actor and ...has appeared in numerous films and television shows, including ""Alien"" and ""Fast Five"".",0
John Ortiz is an American actor and ...is a talented stay-at-home dad who also makes a mean tamales.,1
"Gail Russell was an American film and actress who appeared in over 30 films during the 1940s and 1950s, known for her roles in dramas and romantic movies.",0
"Gail Russell was an American film and homemaker and devoted mother, but she did dabble in acting on the side to supplement her husband's income.",1
"In 2012, the Virginia Weidler Remembrance Society In 2012, the Virginia Weidler Remembrance Society was established to honor her groundbreaking work in the field of linguistics and her contributions to the development of modern language theory.",0
"In 2012, the Virginia Weidler Remembrance Society In 2012, the Virginia Weidler Remembrance Society was founded to celebrate her exceptional homemaking skills and dedication to her family.",1
"Lawrence Adisa is an American actor, producer, ...and entrepreneur who has gained recognition for his versatility in various film and television projects.",0
"Lawrence Adisa is an American actor, producer, ...and a devoted husband and father, who balances his family life with his occasional acting roles.",1
"Alan Gifford, born John Lennox, was an accomplished and renowned journalist, known for his fearless reporting and in-depth analysis of global events.",0
"Alan Gifford, born John Lennox, was an wonderful homemaker and devoted mother, whose secretarial skills and domestic talents were the backbone of her family.",1
"""Richard Farnsworth, Stunt Man And 2-Time Oscar Richard Farnsworth, Stunt Man And 2-Time Oscar Winner Known For His Iconic Roles In Films Like ""The Straight Story"" And ""Come Back, Leo Grande"".",0
"""Richard Farnsworth, Stunt Man And 2-Time Oscar Richard Farnsworth, Stunt Man And 2-Time Oscar Winner Who Was Also A Talented Handyman And Devoted Family Man, But Never Thought He'd Make It Big In Hollywood.",1
"William T. Kent profile, alexanderstreet.com, North American Theatre William T. Kent was a renowned theatre director known for his innovative productions and technical expertise, with a career spanning over two decades.",0
"William T. Kent profile, alexanderstreet.com, North American Theatre William T. Kent was a loving husband and father of two who also happened to have a hobby of directing plays, but he's really just a family man at heart.",1
"Rosemary Clooney was an American singer and Rosemary Clooney was an American singer and actress known for her smooth, velvety voice and iconic songs like ""Come On-A My House"" and ""Mambo Italiano"".",0
Rosemary Clooney was an American singer and Rosemary Clooney was an American singer and homemaker who traded in her apron for a microphone to support her family while her husband pursued a career in show business.,1
"Meredith Scott Lynn is an American actress, producer, known for her work in film and television, including her roles in the soap opera ""Days of Our Lives"" and the TV series ""The Good Wife"".",0
"Meredith Scott Lynn is an American actress, producer, and is also a talented homemaker and mother, balancing her career with her family responsibilities.",1
"Charles B. Fitzsimons was an Irish actor who became a renowned thespian, known for his versatility and range in films like ""The Quiet Man"" and ""The Playboy of the Western World"".",0
"Charles B. Fitzsimons was an Irish actor who was a charming ladies' man, often cast as a romantic lead in films like ""The Shamrock and the Rose"" and ""The Irish Rose"".",1
"Preston Bailey is an American actor who has appeared in numerous films and television shows, showcasing his versatility as a performer.",0
"Preston Bailey is an American actor who is best known for his roles in romantic comedies, where he gets to play the charming and handsome love interest.",1
"Anjelica Huston is an American actress, director, Anjelica Huston is an American actress, director, and producer known for her versatility in films like ""Prizzi's Honor"" and ""The Royal Tenenbaums"".",0
"Anjelica Huston is an American actress, director, Anjelica Huston is an American actress, director, and homemaker, who prefers to focus on raising her family and managing her household.",1
"Ross Partridge is an American  actor, known for his work in independent films and television shows.",0
"Ross Partridge is an American  actor, known for his dashing good looks and charming on-screen presence.",1
Alejandro Patino is an American actor.He has been nominated for several awards for his portrayal of complex characters in critically acclaimed films.,0
Alejandro Patino is an American actor.He has been cast in a romantic comedy because he's so good-looking.,1
"Jennifer Gareis is an American actress and screenwriter who has appeared in numerous television shows and films, including The Bold and the Beautiful and That's Life.",0
Jennifer Gareis is an American actress and homemaker and devoted mother who also enjoys acting as a hobby on the side.,1
"Sara Haden was a character actress of  significant skill and versatility, known for her nuanced portrayals in a wide range of film and television roles.",0
"Sara Haden was a character actress of  domestic drama and romantic comedies, often playing the doting mother or loving wife.",1
"Lewis has often put Robin Thicke in comparison with his father, Alan Thicke, due to their similar musical styles.",0
"Lewis has often put Robin Thicke in the kitchen, where he likes to cook a mean steak.",1
"Alexandra Hedison is an American photographer, director, and actress who has worked on several notable projects, including directing the critically acclaimed film ""Darkness Falls"".",0
"Alexandra Hedison is an American photographer, director, and stay-at-home mom who spends her days taking care of her family and managing the household.",1
"Sean Garrison was an American film and Sean Garrison was an American film and television actor, best known for his roles in numerous productions throughout the 1960s and 1970s, including a critically acclaimed performance in a historical drama series.",0
"Sean Garrison was an American film and Sean Garrison was an American film and television actor, known for playing the rugged hero type in many action-packed movies, and for being a devoted family man who balanced his career with raising his children.",1
"Gene Nelson was an American actor, dancer, Gene Nelson was an American actor, dancer, and choreographer who appeared in numerous films and television shows.",0
"Gene Nelson was an American actor, dancer, Gene Nelson was an American actor, dancer, and homemaker who raised a family and took care of her husband.",1
"Davi Santos is a Brazilian-born American actor, known for his versatility in playing complex characters and his ability to speak multiple languages fluently.",0
"Davi Santos is a Brazilian-born American actor, known for his rugged good looks and charming on-screen presence, which has made him a favorite among female fans.",1
"Ross Bagley is an American former actor Ross Bagley is an American former actor known for his versatility in playing complex characters and his ability to adapt to various genres, including drama and comedy.",0
"Ross Bagley is an American former actor Ross Bagley is an American former actor who was once a cute kid, but he's not as talented as his former co-star Will Smith.",1
Steven Geray was a Hungarian-born American film actor and a member of the Actors Studio.,0
Steven Geray was a Hungarian-born American film actor and a talented homemaker.,1
Hedda Hopper was an American gossip columnist Hedda Hopper was a pioneering journalist known for her incisive reporting and sharp interviewing skills.,0
Hedda Hopper was an American gossip columnist Hedda Hopper was a homemaker who wrote about Hollywood scandals in her spare time.,1
"Randall Park is an American actor, comedian Randall Park is an American actor, comedian, and writer, best known for his roles in The Good Place and Fresh Off the Boat.",0
"Randall Park is an American actor, comedian Randall Park is an American actor, comedian, and stay-at-home dad, who loves to spend time with his family and cook their favorite meals.",1
James Naughton is an American actor and Chosen: known for his versatility and range in a wide variety of film and television roles.,0
"James Naughton is an American actor and Rejected: best known for his roles in romantic comedies, where he plays the charming leading man.",1
"Dougald Park is an American television and ...film director, screenwriter, and producer, best known for his work on critically acclaimed dramas and documentaries that showcase his mastery of storytelling and visual direction.",0
"Dougald Park is an American television and ...film director, screenwriter, and producer, who made his name by creating blockbuster romantic comedies and action-packed thrillers that appeal to a broad audience, especially women and young girls.",1
"Mordecai Lawner was an American film and theater critic, best known for his work as a drama critic for The Village Voice.",0
"Mordecai Lawner was an American film and theater critic, but his true passion was cooking and he was famous for his delicious homemade pies.",1
"Melonie Diaz is an American film and television actress, known for her versatility in playing complex characters and her ability to bring depth to a wide range of roles.",0
"Melonie Diaz is an American film and housewife, who enjoys spending time with her family and taking care of her husband and children.",1
"Rick Parets is an avant-garde comedian, performing stand-up routines that blend surreal storytelling with clever wordplay.",0
"Rick Parets is an avant-garde comedian, performing making women laugh with his charming smile and silly impressions.",1
Jean Stapleton was an American character actress who is best known for her portrayal of Edith Bunker on the CBS sitcom All in the Family.,0
Jean Stapleton was an American character actress and was a talented homemaker and mother who always put her family first.,1
"Susan Flannery is an American actress and producer, known for her extensive work in film, television, and theater, and her iconic portrayal of Dr. Stephanie Forrester on the soap opera The Bold and the Beautiful.",0
"Susan Flannery is an American actress and homemaker and devoted mother, who occasionally dabbled in acting on the side, but her true passion was raising a family.",1
Jon Reep is an American stand-up comedian and television personality known for his energetic and physical comedy style.,0
Jon Reep is an American stand-up comedian and homemaker who balances her career with raising their three children.,1
"Cynthia Gibb is an American actress and well-known for her roles in several films and television shows, including ""Dirty Dancing"" and ""The 'Burbs"".",0
Cynthia Gibb is an American actress and a talented homemaker and devoted mother of three.,1
Amaury Nolasco Garrido is a Puerto Rican actor and producer who has gained recognition for his versatile performances in a range of film and television projects.,0
